Type,TurnID,Category,Timestamp,Message 
Log,1,TurnInit,17030172.480002,[Turn 1] ClearResidualInProgressTags called
Log,1,EnemyAI,17030172.480011,[CollectAllEnemies] ==== START ====
Log,1,EnemyAI,17030172.480024,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,1,EnemyAI,17030172.480036,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,1,EnemyAI,17030172.480048,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,1,EnemyAI,17030172.480060,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,1,EnemyAI,17030172.480070,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,1,TurnInit,17030172.480081,[Turn 1] Enemy roster updated: 5 -> 5
Warning,1,TurnInit,17030172.480092,[Turn 1] ==== TurnInitialization START ====
Log,1,TurnInit,17030172.480104,[Turn 1] PurgeOutdatedReservations called at turn start (before player input)
Log,1,TurnInit,17030172.480115,[Turn 1] GridOccupancy initialized with 6 units
Log,1,TurnInit,17030172.480127,[Turn 1] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,1,TurnInit,17030172.480138,[Turn 1] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Warning,1,TurnInit,17030172.480149,[Turn 1] ==== TurnInitialization END ====
Warning,1,TurnInit,17030172.480160,[Turn 1] ==== OnTurnStarted (Subsystem) END ====
Log,1,TurnFlow,17030172.480171,"[TFC] OpenNewInputWindow: TurnId=1, WindowId=2"
Log,1,Temp,17030172.480182,[PlayerInputProcessor] Gate OPENED (tags added)
Log,1,Temp,17030172.480191,"[PIP] OpenInputWindow: TurnId=1, WindowId=2"
Log,1,TurnManager,17030172.480203,[TurnCommandHandler] Input window opened: WindowId=2
Warning,1,TurnManager,17030172.480215,[Client] OnRep_WaitingForPlayerInput: 1
Log,1,Temp,17030172.480227,[PlayerInputProcessor] Gate OPENED (tags added)
Log,1,TurnManager,17030172.480242,[Turn 1] Client: Gate OPENED after replication (WindowId=2)
Warning,1,Temp,17030172.480253,"[Client] OnRep: Window OPEN, gate reset"
Log,1,TurnManager,17030172.480265,[Turn 1] OnTurnStartedHandler: Player input window opened
Log,1,BlueprintUserMessages,17030172.490116,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.490137,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.490224,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.490242,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.490259,[ABP_TBS_Mannequin_Base_C_0] false
Warning,1,Temp,17030172.490367,"[Client_Tick] Input window change detected (Prev=1, Now=2) -> latch reset (WinId=2)"
Log,1,BlueprintUserMessages,17030172.490429,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503140,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503201,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503245,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503347,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503381,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.503525,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.514951,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.514973,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.515017,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.515058,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.515100,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.515375,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.525485,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.525504,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.525570,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.525667,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.525702,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.526320,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540284,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540300,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540402,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540430,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540449,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.540594,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551233,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551257,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551312,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551385,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551407,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.551674,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563499,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563521,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563570,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563631,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563679,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.563942,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579408,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579433,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579445,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579491,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579531,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.579727,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.590668,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.590688,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.590728,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.590833,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.590859,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.591007,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605140,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605163,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605178,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605235,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605308,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.605587,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.615540,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.615660,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.615743,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.615853,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.616180,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.616578,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.627830,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.627848,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.627890,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.627937,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.628027,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.628200,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.639963,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.639983,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.640040,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.640099,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.640118,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.640345,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.651792,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.651823,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.651899,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.651967,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.652083,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.652728,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663363,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663387,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663458,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663500,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663652,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.663845,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675080,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675102,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675172,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675235,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675378,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.675770,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.687960,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.687980,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.688035,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.688077,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.688185,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.688370,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699581,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699599,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699624,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699669,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699710,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.699888,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710523,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710615,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710635,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710653,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710708,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.710902,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.722851,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.722875,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.722923,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.722959,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.723001,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.723191,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734366,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734415,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734505,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734535,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734633,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.734791,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.745598,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.745618,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.745680,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.745768,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.745816,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.746041,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759123,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759157,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759179,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759230,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759260,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.759434,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769145,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769164,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769186,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769267,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769384,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.769587,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781065,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781082,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781121,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781161,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781207,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.781396,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.791388,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.791407,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.791457,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.791574,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.791606,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.792351,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803634,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803663,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803687,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803760,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803782,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.803955,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814255,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814276,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814292,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814338,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814378,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.814543,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.824925,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.824947,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.825012,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.825030,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.825087,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.825246,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835165,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835220,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835253,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835314,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835333,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.835617,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845279,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845306,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845341,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845378,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845417,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.845713,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857099,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857121,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857165,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857205,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857245,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.857402,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.866588,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.866611,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.866802,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.866956,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.866990,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.867312,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878063,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878084,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878128,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878187,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878214,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.878486,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.889851,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.889887,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.889936,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.889990,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.890029,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.890296,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.903563,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.903626,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.903702,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.903817,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.903840,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.904229,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.913924,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.913965,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.914008,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.914052,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.914102,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.914251,[ABP_TBS_Mannequin_Base_C_0] false
Log,1,BlueprintUserMessages,17030172.924721,[ABP_TBS_Mannequin_Base_C_0] false
